id	family	class	kind	stable	load_bearing	A_raw_median	A_corr_median	B_n	B_median	a	b	c_raw	c_corr	verdict	edge	closing_rule	S1_verdict	S2_verdict	agreement
D8|vendor|k|cold	D8	cold	clock-free	N	N	1	1	3	1.000000	+0.000000	+0.000000	-	-	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D8|vendor|width|cold	D8	cold	host-timer	N	N	1.062070	1.062070	3	1.061212	-0.000808	-0.000808	-	-	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D4|p80|cold	D4	cold	board	Y	Y	26.269813	26.858003	3	26.875883	+0.023071	+0.000666	-0.001740	+0.000393	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D4|ok-line|cold	D4	cold	mixed	N	N	-0.016114	-0.016114	3	0.047794	-3.965992	-3.965992	-3.894062	-3.965184	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D8|vendor|reply|warm	D8	warm	mixed	N	N	14.504839	14.504839	4	15.748078	+0.085712	+0.085712	+0.059382	+0.085416	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D8|vendor|ntp|warm	D8	warm	board	Y	N	14.545084	14.903508	4	14.887889	+0.023568	-0.001048	-0.001255	-0.001320	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D8|vendor|k|warm	D8	warm	clock-free	N	N	3	3	4	1.000000	-0.666667	-0.666667	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D8|vendor|width|warm	D8	warm	host-timer	N	N	1.014000	1.014000	4	1.064113	+0.049422	+0.049422	-	-	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D4|p80|warm	D4	warm	board	Y	Y	26.150749	26.816242	4	26.843546	+0.026492	+0.001018	+0.001598	+0.000745	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D4|ok-line|warm	D4	warm	mixed	N	N	-0.042028	-0.042028	4	0.008505	-1.202377	-1.202377	-1.197469	-1.202322	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D8|vendor|reply|listen-M1	D8	listen	mixed	N	N	15.636799	15.636799	1	15.771420	+0.008609	+0.008609	-0.015851	+0.008334	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D8|vendor|ntp|listen-M1	D8	listen	board	N	N	14.666099	15.012897	1	14.852597	+0.012716	-0.010677	-0.011844	-0.010947	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D8|vendor|k|listen-M1	D8	listen	clock-free	N	N	1	1	1	1.000000	+0.000000	+0.000000	-	-	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D8|vendor|width|listen-M1	D8	listen	host-timer	N	N	1.083690	1.083690	1	1.072798	-0.010051	-0.010051	-	-	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D4|p80|listen-M1	D4	listen	board	N	Y	26.058069	26.674244	1	26.878518	+0.031485	+0.007658	+0.006470	+0.007384	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D4|ok-line|listen-M1	D4	listen	mixed	N	N	-0.117678	-0.117678	1	0.044209	-1.375678	-1.375678	-1.366567	-1.375575	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D8|vendor|reply|listen-M2	D8	listen	mixed	N	N	14.530736	14.530736	1	15.740246	+0.083238	+0.083238	+0.056968	+0.082943	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D8|vendor|ntp|listen-M2	D8	listen	board	N	N	14.512260	14.904242	1	14.887062	+0.025827	-0.001153	+0.000949	-0.001425	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D8|vendor|k|listen-M2	D8	listen	clock-free	N	N	3	3	1	1.000000	-0.666667	-0.666667	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D8|vendor|width|listen-M2	D8	listen	host-timer	N	N	1.014000	1.014000	1	1.061736	+0.047077	+0.047077	-	-	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D4|p80|listen-M2	D4	listen	board	N	Y	26.109674	26.814906	1	26.834073	+0.027744	+0.000715	+0.002820	+0.000442	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D4|ok-line|listen-M2	D4	listen	mixed	N	N	0.052296	0.052296	1	-0.002917	-1.055779	-1.055779	-1.054426	-1.055763	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D8|vendor|reply|pooled	D8	pooled	mixed	N	N	14.540642	14.540642	9	15.747473	+0.082997	+0.082997	+0.056733	+0.082702	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D8|vendor|ntp|pooled	D8	pooled	board	Y	N	14.565043	14.904242	9	14.887062	+0.022109	-0.001153	-0.002679	-0.001425	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D8|vendor|k|pooled	D8	pooled	clock-free	N	N	3	3	9	1.000000	-0.666667	-0.666667	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D8|vendor|width|pooled	D8	pooled	host-timer	N	N	1.014000	1.014000	9	1.062931	+0.048255	+0.048255	-	-	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D4|p80|pooled	D4	pooled	board	Y	N	26.109674	26.814906	9	26.872633	+0.029221	+0.002153	+0.004261	+0.001880	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D4|ok-line|pooled	D4	pooled	mixed	N	N	-0.016114	-0.016114	9	0.021314	-2.322701	-2.322701	-2.290623	-2.322340	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D4|p80|mode-slow	D4	pooled	board	Y	N	26.176496	26.836455	8	26.874258	+0.026656	+0.001409	+0.001758	+0.001136	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D4|p80|mode-fast	D4	pooled	board	Y	N	25.249568	25.862509	1	25.873200	+0.024699	+0.000413	-0.000152	+0.000141	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D4|reply-to-p80|pooled	D4	pooled	mixed	Y	N	11.083983	11.083983	9	11.107098	+0.002085	+0.002085	-0.022217	+0.001812	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D4|V1-NMAP|open	D4	-	exact	exact	N	-	-	3	-	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.6: 80, 52869 and 52881 open]	S1 same/num-same S2 same/num-same
D4|V1-NMAP|closed	D4	-	clock-free	N	N	65381	65381	1	65532.000000	+0.002310	+0.002310	-	-	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D4|V1-NMAP|filtered	D4	-	clock-free	N	N	151	151	1	0.000000	-1.000000	-1.000000	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D4|P1-NMAP|open	D4	-	exact	exact	N	-	-	1	-	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.6: no TCP port open]	S1 same/num-same S2 same/num-same
D4|P1-NMAP|closed	D4	-	clock-free	N	N	58989	58989	1	57296.000000	-0.028700	-0.028700	-	-	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D4|P1-NMAP|filtered	D4	-	clock-free	N	N	6546	6546	1	8239.000000	+0.258631	+0.258631	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D4|P1-PS|set	D4	-	exact	exact	N	-	-	1	-	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.6: /bin/sh, the kernel threads and ps]	S1 same/num-same S2 same/num-same
D4|p52869|vendor	D4	-	board	none	N	-	-	9	32.272360	-	-	-	-	first reading		-	none: first reading	none: first reading, listed	S1 same/num-same S2 same/num-same
D4|p52881|vendor	D4	-	board	none	N	-	-	9	17.272929	-	-	-	-	first reading		-	none: first reading	none: first reading, listed	S1 same/num-same S2 same/num-same
D6|MemTotal	D6	-	exact	exact	N	26984	26984	1	26984.000000	-	-	-	-	EXACT HIT		not a D3 number (card B 3.2)	EXACT HIT	exact HIT [card B 3.2: MemTotal 26,984 kB]	S1 same/num-same S2 same/num-same
D6|MemFree	D6	-	clock-free	Y	N	20932	20932	1	20924.000000	-0.000382	-0.000382	-	-	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D6|free-used	D6	-	clock-free	Y	N	6012	6012	1	6028.000000	+0.002661	+0.002661	-	-	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D5a|rlxfw|56|avg	D5a	-	realtime	N	N	1.586	1.586	3	1.723000	+0.086381	+0.086381	-	-	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D5a|rlxfw|56|mdev	D5a	-	realtime	N	N	0.682	0.682	3	0.689000	+0.010264	+0.010264	-	-	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D5a|rlxfw|56|loss	D5a	-	clock-free	N	N	0	0	3	0.000000	-	-	-	-	N: no ratio		not stable: scored, decides nothing	N: no ratio	N: scored, no ratio (A median 0; B 0)	S1 same/num-same S2 same/num-same
D5a|rlxfw|256|avg	D5a	-	realtime	Y	N	1.518	1.518	3	1.792000	+0.180501	+0.180501	-	-	MISS		rule (3): published, carried forward	MISS (a,b)	stable MISS on (a)+(b)	S1 same/num-same S2 same/num-same
D5a|rlxfw|256|mdev	D5a	-	realtime	N	N	0.92	0.92	3	0.376000	-0.591304	-0.591304	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D5a|rlxfw|256|loss	D5a	-	clock-free	N	N	0	0	3	0.000000	-	-	-	-	N: no ratio		not stable: scored, decides nothing	N: no ratio	N: scored, no ratio (A median 0; B 0)	S1 same/num-same S2 same/num-same
D5a|rlxfw|512|avg	D5a	-	realtime	Y	N	1.64	1.64	3	1.743000	+0.062805	+0.062805	-	-	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D5a|rlxfw|512|mdev	D5a	-	realtime	N	N	0.401	0.401	3	0.387000	-0.034913	-0.034913	-	-	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D5a|rlxfw|512|loss	D5a	-	clock-free	N	N	0	0	3	0.000000	-	-	-	-	N: no ratio		not stable: scored, decides nothing	N: no ratio	N: scored, no ratio (A median 0; B 0)	S1 same/num-same S2 same/num-same
D5a|rlxfw|1024|avg	D5a	-	realtime	Y	N	2.086	2.086	3	2.020000	-0.031640	-0.031640	-	-	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D5a|rlxfw|1024|mdev	D5a	-	realtime	N	N	0.509	0.509	3	0.394000	-0.225933	-0.225933	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D5a|rlxfw|1024|loss	D5a	-	clock-free	N	N	0	0	3	0.000000	-	-	-	-	N: no ratio		not stable: scored, decides nothing	N: no ratio	N: scored, no ratio (A median 0; B 0)	S1 same/num-same S2 same/num-same
D5a|rlxfw|1472|avg	D5a	-	realtime	Y	N	2.139	2.139	3	2.399000	+0.121552	+0.121552	-	-	MISS		rule (3): published, carried forward	MISS (a,b)	stable MISS on (a)+(b)	S1 same/num-same S2 same/num-same
D5a|rlxfw|1472|mdev	D5a	-	realtime	Y	N	0.476	0.476	3	0.555000	+0.165966	+0.165966	-	-	MISS		rule (3): published, carried forward	MISS (a,b)	stable MISS on (a)+(b)	S1 same/num-same S2 same/num-same
D5a|rlxfw|1472|loss	D5a	-	clock-free	N	N	0	0	3	0.000000	-	-	-	-	N: no ratio		not stable: scored, decides nothing	N: no ratio	N: scored, no ratio (A median 0; B 0)	S1 same/num-same S2 same/num-same
D5a|vendor|56|avg	D5a	-	realtime	N	N	1.516	1.516	3	1.197000	-0.210422	-0.210422	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D5a|vendor|56|mdev	D5a	-	realtime	N	N	0.708	0.708	3	0.231000	-0.673729	-0.673729	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D5a|vendor|56|loss	D5a	-	clock-free	N	N	0	0	3	0.000000	-	-	-	-	N: no ratio		not stable: scored, decides nothing	N: no ratio	N: scored, no ratio (A median 0; B 0)	S1 same/num-same S2 same/num-same
D5a|vendor|256|avg	D5a	-	realtime	N	N	1.895	1.895	3	1.406000	-0.258047	-0.258047	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D5a|vendor|256|mdev	D5a	-	realtime	N	N	0.723	0.723	3	0.287000	-0.603043	-0.603043	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D5a|vendor|256|loss	D5a	-	clock-free	N	N	0	0	3	0.000000	-	-	-	-	N: no ratio		not stable: scored, decides nothing	N: no ratio	N: scored, no ratio (A median 0; B 0)	S1 same/num-same S2 same/num-same
D5a|vendor|512|avg	D5a	-	realtime	N	N	1.644	1.644	3	1.323000	-0.195255	-0.195255	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D5a|vendor|512|mdev	D5a	-	realtime	N	N	0.37	0.37	3	0.293000	-0.208108	-0.208108	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D5a|vendor|512|loss	D5a	-	clock-free	N	N	0	0	3	0.000000	-	-	-	-	N: no ratio		not stable: scored, decides nothing	N: no ratio	N: scored, no ratio (A median 0; B 0)	S1 same/num-same S2 same/num-same
D5a|vendor|1024|avg	D5a	-	realtime	N	N	1.782	1.782	3	1.347000	-0.244108	-0.244108	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D5a|vendor|1024|mdev	D5a	-	realtime	N	N	0.472	0.472	3	0.195000	-0.586864	-0.586864	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D5a|vendor|1024|loss	D5a	-	clock-free	N	N	0	0	3	0.000000	-	-	-	-	N: no ratio		not stable: scored, decides nothing	N: no ratio	N: scored, no ratio (A median 0; B 0)	S1 same/num-same S2 same/num-same
D5a|vendor|1472|avg	D5a	-	realtime	N	N	1.69	1.69	3	1.490000	-0.118343	-0.118343	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D5a|vendor|1472|mdev	D5a	-	realtime	N	N	0.334	0.334	3	0.169000	-0.494012	-0.494012	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D5a|vendor|1472|loss	D5a	-	clock-free	N	N	0	0	3	0.000000	-	-	-	-	N: no ratio		not stable: scored, decides nothing	N: no ratio	N: scored, no ratio (A median 0; B 0)	S1 same/num-same S2 same/num-same
D5b|eth4|ER|mbps	D5b	-	realtime	Y	N	24.7	24.7	3	24.572000	-0.005182	-0.005182	-	-	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D5b|eth4|ES|mbps	D5b	-	realtime	Y	N	26.2	26.2	3	26.100000	-0.003817	-0.003817	-	-	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D5b|eth4|ES|retr	D5b	-	clock-free	N	N	0	0	3	0.000000	-	-	-	-	N: no ratio		not stable: scored, decides nothing	N: no ratio	N: scored, no ratio (A median 0; B 0)	S1 same/num-same S2 same/num-same
D5b|eth4|EU|mbps	D5b	-	realtime	Y	N	5.957	5.957	3	6.141333	+0.030944	+0.030944	-	-	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D5b|eth4|EU|lost	D5b	-	clock-free	N	N	37341	37341	3	36849.000000	-0.013176	-0.013176	-	-	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D5b|eth4|EU|lostpct	D5b	-	clock-free	N	N	70.061	70.061	3	69.136382	-0.013197	-0.013197	-	-	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D5b|eth4|EV|mbps	D5b	-	realtime	Y	N	19.9	19.9	3	20.000000	+0.005025	+0.005025	-	-	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D5b|eth4|EV|lost	D5b	-	clock-free	N	N	0	0	3	0.000000	-	-	-	-	N: no ratio		not stable: scored, decides nothing	N: no ratio	N: scored, no ratio (A median 0; B 0)	S1 same/num-same S2 same/num-same
D5b|eth4|ER|cpu	D5b	-	clock-free	Y	N	54.66	54.66	3	50.170000	-0.082144	-0.082144	-	-	HIT	near-edge	reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D5b|eth4|ES|cpu	D5b	-	clock-free	Y	N	89.79	89.79	3	86.870000	-0.032520	-0.032520	-	-	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D5b|eth4|EU|cpu	D5b	-	clock-free	Y	N	38.37	38.37	3	35.530000	-0.074016	-0.074016	-	-	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D5b|eth4|EV|cpu	D5b	-	clock-free	Y	N	81.72	81.72	3	78.830000	-0.035365	-0.035365	-	-	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
D5b|rlx0|TR|sender5s	D5b	-	realtime	N	N	17.3	17.3	5	17.000000	-0.017341	-0.017341	-	-	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D5b|rlx0|TR|board-receiver	D5b	-	realtime	none	N	-	-	1	16.953000	-	-	-	-	first reading		-	none: first reading	none: first reading, listed	S1 same/num-same S2 same/num-same
D5b|rlx0|TS|mbps	D5b	-	realtime	N	N	0.78	0.78	1	-	-	-	-	-	N: no B value		not stable: scored, decides nothing	no B value	no seating-B value (stable N)	S1 same/num-same S2 same/num-same
D5b|rlx0|TS|retr	D5b	-	clock-free	N	N	323	323	1	-	-	-	-	-	N: no B value		not stable: scored, decides nothing	no B value	no seating-B value (stable N)	S1 same/num-same S2 same/num-same
D5b|rlx0|TR|cpu	D5b	-	clock-free	N	N	20.46	20.46	1	28.390000	+0.387586	+0.387586	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D5b|rlx0|TS|cpu	D5b	-	clock-free	N	N	4.4	4.4	1	-	-	-	-	-	N: no B value		not stable: scored, decides nothing	no B value	no seating-B value (stable N)	S1 same/num-same S2 same/num-same
D5b|rlx0|UR|cpu	D5b	-	clock-free	N	N	33.13	33.13	2	32.965000	-0.004980	-0.004980	-	-	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D5b|rlx0|US|cpu	D5b	-	clock-free	N	N	39.45	39.45	2	39.070000	-0.009632	-0.009632	-	-	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D5b|rlx0|UR|hostsent	D5b	-	clock-free	N	N	53514.5	53514.5	2	53543.000000	+0.000533	+0.000533	-	-	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
D5b|rlx0|UR|board-log	D5b	-	clock-free	none	N	-	-	2	6745.000000	-	-	-	-	first reading		-	none: first reading	none: first reading, listed	S1 same/num-same S2 same/num-same
D5b|rlx0|US1|hostseq	D5b	-	clock-free	N	N	53485	53485	1	-	-	-	-	-	N: no B value		not stable: scored, decides nothing	no B value	no seating-B value (stable N)	S1 same/num-same S2 same/num-same
D5b|rlx0|US1|mbps	D5b	-	realtime	N	N	20.7	20.7	1	-	-	-	-	-	N: no B value		not stable: scored, decides nothing	no B value	no seating-B value (stable N)	S1 same/num-same S2 same/num-same
D5b|rlx0|failed-exchanges	D5b	-	clock-free	N	N	6	6	1	5.000000	-0.166667	-0.166667	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D5b|rlx0|no-connect	D5b	-	clock-free	N	N	3	3	1	6.000000	+1.000000	+1.000000	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D5b|rlx0|recover|n_tx_stop	D5b	-	clock-free	N	N	7	7	1	6.000000	-0.142857	-0.142857	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D5b|rlx0|recover|n_recov_fire	D5b	-	clock-free	N	N	7	7	1	6.000000	-0.142857	-0.142857	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D5b|rlx0|recover|n_recov_ok	D5b	-	clock-free	N	N	7	7	1	6.000000	-0.142857	-0.142857	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D5b|rlx0|recover|n_recov_fail	D5b	-	clock-free	N	N	0	0	1	0.000000	-	-	-	-	N: no ratio		not stable: scored, decides nothing	N: no ratio	N: scored, no ratio (A median 0; B 0)	S1 same/num-same S2 same/num-same
D5b|rlx0|recover|n_recov_spurious	D5b	-	clock-free	N	N	0	0	1	0.000000	-	-	-	-	N: no ratio		not stable: scored, decides nothing	N: no ratio	N: scored, no ratio (A median 0; B 0)	S1 same/num-same S2 same/num-same
D5b|rlx0|recover|n_writes	D5b	-	clock-free	N	N	112	112	1	96.000000	-0.142857	-0.142857	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D5b|rlx0|recover|per-trial	D5b	-	clock-free	none	N	-	-	12	0.000000	-	-	-	-	first reading		-	none: first reading	none: first reading, listed	S1 same/num-same S2 same/num-same
D5b|rlx0|NET112|frames	D5b	-	clock-free	N	N	182	182	1	128.000000	-0.296703	-0.296703	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D5b|rlx0|NET112|bytes	D5b	-	clock-free	N	N	23692	23692	1	11935.000000	-0.496243	-0.496243	-	-	N: outside		not stable: scored, decides nothing	N: outside	N: scored, no verdict (outside +-10 %)	S1 same/num-same S2 same/num-same
D5b|rlx0|NET112|rxframes	D5b	-	clock-free	N	N	0	0	1	2.000000	-	-	-	-	N: no ratio		not stable: scored, decides nothing	N: no ratio	N: scored, no ratio (A median 0; B 2)	S1 same/num-same S2 same/num-same
D5b|rlx0|NET112|rxbytes	D5b	-	clock-free	N	N	0	0	1	134.000000	-	-	-	-	N: no ratio		not stable: scored, decides nothing	N: no ratio	N: scored, no ratio (A median 0; B 134)	S1 same/num-same S2 same/num-same
NET109|crcalignerr	NET109	-	clock-free	Y	N	294	294	1	414.000000	+0.408163	+0.408163	-	-	MISS		rule (3): published, carried forward	MISS (a,b)	stable MISS on (a)+(b)	S1 same/num-same S2 same/num-same
NET109|p3egress	NET109	-	clock-free	Y	N	294	294	1	414.000000	+0.408163	+0.408163	-	-	MISS		rule (3): published, carried forward	MISS (a,b)	stable MISS on (a)+(b)	S1 same/num-same S2 same/num-same
NET109|crc-minus-egress	NET109	-	clock-free	N	N	0	0	1	0.000000	-	-	-	-	N: no ratio		not stable: scored, decides nothing	N: no ratio	N: scored, no ratio (A median 0; B 0)	S1 same/num-same S2 same/num-same
NET109|cpu-rcv-bytes	NET109	-	clock-free	N	N	0	0	1	0.000000	-	-	-	-	N: no ratio		not stable: scored, decides nothing	N: no ratio	N: scored, no ratio (A median 0; B 0)	S1 same/num-same S2 same/num-same
NET109|cpuevent	NET109	-	clock-free	N	N	0	0	1	0.000000	-	-	-	-	N: no ratio		not stable: scored, decides nothing	N: no ratio	N: scored, no ratio (A median 0; B 0)	S1 same/num-same S2 same/num-same
CLK|ticks-per-RAW-s	CLK	-	clock-free	none	N	-	-	3	99.967306	-	-	-	-	first reading		-	none: first reading	none: first reading, listed	S1 same/num-same S2 same/num-same
CLK|tick-shortfall	CLK	-	clock-free	N	N	105	105	1	105.200000	+0.001905	+0.001905	-	-	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
VEND|wsc2reg|slow	VEND	pooled	board	Y	N	1.123785	1.152541	8	1.156323	+0.028954	+0.003281	+0.004000	+0.003008	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
VEND|wsc2reg|fast	VEND	pooled	board	Y	N	0.146649	0.150209	1	0.149520	+0.019577	-0.004587	-0.005149	-0.004858	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
VEND|bridge-minus-wlanappkill	VEND	pooled	board	Y	N	0.838676	0.858508	9	0.856761	+0.021564	-0.002035	-0.003211	-0.002307	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
VEND|jbfc2realtek|warm	VEND	warm	board	Y	N	2.242456	2.303356	4	2.304801	+0.027802	+0.000628	+0.002877	+0.000355	HIT		reproduced	HIT	stable HIT	S1 same/num-same S2 same/num-same
VEND|loader.esc|M1	VEND	listen	board	N	Y	5.121936	5.237582	1	5.238773	+0.022811	+0.000227	-0.001994	-0.000045	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
VEND|loader.esc|M2	VEND	listen	board	N	Y	5.102142	5.237048	1	5.237828	+0.026594	+0.000149	+0.001697	-0.000124	N: inside		not stable: scored, decides nothing	N: inside	N: scored, no verdict (inside +-10 %)	S1 same/num-same S2 same/num-same
